"id","name","url","address.streetAddress","address.addressLocality","address.addressRegion","address.postalCode","geo.latitude","geo.longitude","telephone","faxNumber","email"
"400183","Elk Grove Subaru","http://www.elkgrove.subaru.com","8581 Laguna Grove Dr","Elk Grove","CA","95757","38.402943","-121.387426","9165098500",,
"68567","Marburger Chrysler Dodge Jeep Ram","http://www.shelbymotorsnorthcarolina.com","1310 E Dixon Blvd","Shelby","NC","28152-6844",35.2729,-81.5182,"7044840049",,
"07876","Quirk Ford of Belfast","http://www.quirkfordbelfast.com","244 Main Street","Belfast","ME","04915","44.424126","-69.017889","(207) 338-1300","(207) 338-5669",
"204824","CHEVROLET OF HELENA","http://www.chevrolethelena.com","1501 CEDAR ST","HELENA","MT","59601-1022",46.6067,-112.0141,"(406) 442-9001","(406) 442-6850",
"245881","ALEXANDRIA CHEVROLET CADILLAC","http://www.alexandria-chev.com","3710 S 29","ALEXANDRIA","MN","56308-2999",45.8599,-95.3862,"(320) 762-2114",,
"112424","WILSON CHEVROLET-CADILLAC","http://www.wilsonchevyok.com","4850 W SIXTH AVE","STILLWATER","OK","74074-1552",36.1161,-97.1234,"(405) 372-3925","(405) 372-1360",
"63101","Bay Ridge Lexus","http://www.bayridgelexus.com","6502 5th Avenue","Brooklyn","NY","11220",40.6365,-74.0196,"877.545.5844","(718) 745-2959","sales@bayridgelexus.com"
"09400","Cornerstone Ford","http://www.cornerstoneford.com","17219 Highway 10 NW","Elk River","MN","55330","45.282600","-93.548300","(763) 441-2300","(763) 274-3338",
"090794","Singh Subaru","http://www.singh.subaru.com","8069 Indiana Avenue","Riverside","CA","92504","33.929453","-117.414739","8664073141",,
"40006","HUMMEL'S NISSAN","http://www.hummelsnissan.com/","4770 MERLE HAY RD","DES MOINES","IA","50322","41.648111","-93.697402","515-253-0719","515-253-0917",
"PA023","Keystone Kia","HTTP://WWW.KEYSTONEKIA.NET/","2340 Lehigh Street","Allentown","PA","18103","40.569912","-75.482736","610-791-1900",,
"05659","Oxmoor Ford Lincoln, Inc.","http://www.oxmoorfordinc.com","100 Oxmoor Lane","Louisville","KY","40222","38.249360","-85.613471","(502) 426-2500","(502) 329-8887",
"285583","CRISWELL CHEVROLET OF THURMONT LLC","http://www.criswellchevroletofthurmont.com","111 FREDERICK RD","THURMONT","MD","21788-1813",39.6151,-77.4186,"(301) 271-2456","(301) 271-4155",
"419C78","Bozeman Audi","www.bozemanaudi.com","1800 W Main St","Bozeman","MT","59715",45.6792,-111.062,"4065861772",,
"113900","JOHN N. SAUDER AUTO CO","http://www.newhollandjohnsauderauto.com","875 W MAIN ST","NEW HOLLAND","PA","17557-9224",40.0922,-76.1207,"(717) 354-4381","(717) 354-9278",
"06251","Preferred Ford of Grand Haven","http://www.preferredfordofgrandhaven.com","1401 S. Beacon Blvd.","Grand Haven","MI","49417","43.047622","-86.220565","(616) 842-0600","(616) 842-1205",
"2949","BENSON CADILLAC-NISSAN","http://bensonnissan.com","I-585 AT U.S. 221","SPARTANBURG","SC","29303","34.972733","-81.938733","864-585-3611","864-583-6536",
"04766","Renner Motors, Inc.","http://www.rennermotors.net","3055 Central Avenue","Columbus","IN","47203","39.230397","-85.904219","(812) 372-1561","(812) 372-8262",
"408284","East Coast Volkswagen","http://www.eastcoastvw.com","340 Sylvan Ave","Englewood Cliffs","NJ","07632","40.8734","-73.9536","8666560240",,
"114843","SEGUIN CHEVROLET, INC.","http://www.seguinchevrolet.com","509 W I-H 10","SEGUIN","TX","78155-1424",29.59737,-97.97079,"(830) 303-4381","(830) 303-8452",
"21115","Fox Scion of Cadillac","http://www.foxscionofcadillac.com","1490 N Mitchell Street","Cadillac","MI","49601","44.27240599999999659530658391304314136505126953125","-85.406529000000006135451258160173892974853515625","(877) 716-4787",,"ScionEcom21115@toyota.com"
"00499","McCrocklin Ford","http://www.mccrocklinford.net","683 North Eighth","Middletown","IN","47356","40.062501","-85.538499","(765) 354-2261","",
"4501046","Porsche of Hickory","http://hickory.porschedealer.com","1205 South Center Street","Hickory","North Carolina","28602",,,"828-328-1050",,
"23251","Antwerpen Motor Cars","http://www.antwerpenmotorcars.net","6440 Baltimore National Pike","Baltimore","MD","21228-3913",39.2851,-76.7594,"4107442700",,
"34037","Don Joseph Scion","http://www.donjosephscion.com","1111 West Main Street","Kent","OH","44240","41.15176699999999954115992295555770397186279296875","-81.3822420000000050777089199982583522796630859375","(888) 791-0671",,"ScionEcom34037@toyota.com"
"5127","CROSSROADS NISSAN OF WAKE FOREST","http://www.crossroads-nissan.com/Wake_Forest/index.html","11120 CAPITAL BLVD","WAKE FOREST","NC","27587","35.949061","-78.539156","919-435-5700","919-435-5750",
"34751","MINI of Tempe","www.minioftempe.com","7855 South Test Drive","Tempe","AZ","85284","33.3456321","-111.965801","4804214700","4804214705",
"03898","Coggin Deland Ford Lincoln","http://www.delandfordinc.com","2655 N. Volusia Avenue","Orange City","FL","32763","28.970131","-81.298826","(386) 775-1000","(386) 775-0572",
"172791","CADILLAC OF LAS VEGAS","http://www.cadillaclasvegaswest.com","5185 W SAHARA AVE","LAS VEGAS","NV","89146-3403",36.1443,-115.2103,"(702) 873-8888","(702) 222-1393",
"KY011","Car Town Kia, Usa","HTTP://WWW.CARTOWNKIAUSA.COM","3120 Lexington Road","Nicholasville","KY","40356","37.9376953","-84.54695149999999","859-887-4737",,
"111340","MODERN AUTO COMPANY, INC.","http://www.modernautoco.com","6224 HWY 100","WASHINGTON","MO","63090-2545",38.5428,-91.023,"(636) 239-6777","(636) 239-0664",
"04189","Scion of Walnut Creek","http://www.scionwalnutcreek.com","2087 North Broadway","Walnut Creek","CA","94596","37.9088670000000007576090865768492221832275390625","-122.0618329999999929214027361012995243072509765625","(866) 933-3963",,"ScionEcom04189@toyota.com"
"177471","PHIL SMITH CHEVROLET","http://www.philsmithchevrolet.com","1640 N STATE RD 7 (441)","LAUDERHILL","FL","33313-5814",26.1471,-80.2026,"(954) 733-6000","(954) 777-7751",
"02406","Grand Prairie Ford Inc.","http://www.grandprairieford.net","701 E. Palace Parkway","Grand Prairie","TX","75050","32.760675","-96.997038","(866) 733-7379","",
"36269","MINI of Stevens Creek","www.miniofstevenscreek.com","4201 Stevens Creek Blvd.","Santa Clara","CA","95051","37.323173","-121.974213","4082604900","4082604999",
"25065","Lithia Toyota of Billings","http://www.lithiatoyotabillings.com","1532 Grand Avenue","Billings","MT","59102",45.784092,-108.554813,"4062457141","4066561816",
"02184","Champion Ford Edinboro","http://www.championfordedinboro.net","Rt. 99","Edinboro","PA","16412","41.911028","-80.150064","(814) 734-1616","(814) 734-5601",
"60489","Bay Ridge Chrysler Dodge Jeep Ram","http://www.bayridgecjd.com","8825 5th Ave","Brooklyn","NY","11209-5901",40.6195,-74.0279,"7188362600",,
"08180","Buckeye Ford Lincoln, LLC","http://www.BuckeyeLincolnofSidney.com","2343 W. Michigan St.","Sidney","OH","45365","40.287742","-84.190921","(937) 498-4014","(937) 498-1518",
"06019","Jim Olson Ford Lincoln, LLC","http://www.jimolsonlincoln.com","120 Green Bay Road","Sturgeon Bay","WI","54235","44.823718","-87.387601","(920) 746-1050","(920) 746-1047",
"04991","AutoNation Ford Brooksville","http://www.autonationford-brooksville.com","7200 South Broad Street","Brooksville","FL","34601","28.533255","-82.406397","(877) 600-9103","(352) 796-3586",
"070529","Ward Muscatell Subaru","http://www.wardmuscatell.subaru.com","2809 Highway 10 E","Moorhead","MN","56560","46.875835","-96.735974","2182360191",,
"111262","ROBERT CHEVROLET INC","http://www.robertchevrolet.com","27 FIRST ST","HICKSVILLE","NY","11801-4907",40.7635,-73.5189,"(516) 931-1145","(516) 931-0684",
"11034","Tom Scott Scion","http://www.tomscottscion.com","15933 Idaho Center Blvd","Nampa","ID","83687","43.60394000000000147565515362657606601715087890625","-116.5129500000000035697667044587433338165283203125","(877) 270-7693",,"ScionEcom11034@toyota.com"
"60431","Coughlin Chrysler Dodge Jeep","http://www.coughlinmarysvillechrysler.com","15777 Watkins Rd","Marysville","OH","43040-9403",40.2345,-83.3395,"9376429000",,
"20389","McSpadden Ford Inc.","http://www.mcspaddenfordlincoln.com","750 North Broad Street","Globe","AZ","85501","33.401472","-110.790631","(800) 278-1897","(928) 425-9390",
"01087","Taylor Motor Company  Waynesville","http://www.taylormotorcompany.org","524 Russ Avenue","Waynesville","NC","28786","35.500550","-82.987645","(828) 452-5111","(828) 452-0524",
"06496","Laurel Ford Lincoln, Inc.","http://www.laurelfordlm.com","2018 Highway 15 North","Laurel","MS","39440","31.712726","-89.149198","(601) 649-4511","(601) 649-2423",
"030136","A & T Subaru","http://www.at.subaru.com","801 Bethlehem Pike","Sellersville","PA","18960","40.344468","-75.302138","2152578022",,
"GA066","LANGDALE HYUNDAI OF SOUTH GEOR",,"4001 NORTH VALDOSTA ROAD","VALDOSTA","GA","31602",30.8958014,-83.3217847,"229-241-2880","229-293-1489","darin.humphries@langdalehyundai.com"
"235361","KEAST AUTO CENTER","http://www.keastchevybuickgmc.com","2101 23RD ST","HARLAN","IA","51537-1816",41.6489,-95.3398,"(712) 755-5442","(712) 755-3281",
"408261","Shrewsbury Volkswagen","http://www.shrewsburyvw.com","702 Shrewsbury Ave","Shrewsbury","NJ","07701","40.3255","-74.0735","7322015967",,
"29062","Toyota of Runnemede","http://www.toyotaofrunnemede.com","99 South Black Horse Pike","Runnemede","NJ","08078",39.84652,-75.071861,"8569393400","8569390574",
"3565","WORLD CAR NISSAN","http://www.worldcarnissan.net","12908 INTERSTATE HWY 35 N","SAN ANTONIO","TX","78233","29.556626","-98.346856","210-599-5959","210-619-2144",
"29075","Sansone's Route 1 Toyota","http://www.sansonestoyota.com","100 Route 1 North","Avenel","NJ","07001",40.591564,-74.274766,"7328152300","7328152469",
"3537","FIRKINS NISSAN","http://www.firkinsnissan.com/","1611 CORTEZ RD W","BRADENTON","FL","34207","27.46231","-82.577902","941-755-1571","941-753-2224",
"MO018","Bob Sight Independence Kia","HTTP://WWW.BOBSIGHTKIA.COM","1700 South Noland Road","Independence","MO","64055","39.0717535","-94.4148589","816-461-0200",,
"5158","CRISWELL NISSAN","http://www.criswellnissan.com","19574 AMARANTH DR","GERMANTOWN","MD","20874","39.176256","-77.250615","301-670-3900","301-670-9339",
"01743","Anderson Ford of St. Joseph, LLC","http://www.andersonfordstj.com","2207 North Belt Highway","Saint Joseph","MO","64506","39.786033","-94.804235","(866) 705-4417","(402) 458-9836",
"39060","Hendrick Toyota Scion North Charleston","http://www.Hendrickscionnorthcharleston.com","7151 Rivers Avenue","North Charleston","SC","29406","32.93020299999999878082235227338969707489013671875","-80.0358410000000048967194743454456329345703125","(877) 251-2241",,"sales@genereedtoyota.com"
"070590","Wilde Subaru","http://www.wilde.subaru.com","1710 Hwy 164","Waukesha","WI","53186","43.025431","-88.200489","2625445400",,
"09722","Krapohl Ford & Lincoln Co.","http://www.KrapohlLincoln.com","1415 E Pickard (east M-20)","Mount Pleasant","MI","48858","43.611800","-84.758700","(989) 772-2991","(989) 772-6142",
"44567","Sisbarro Deming","http://www.sisbarrodeming.com","4211 New Mexico Hwy 549","Deming","NM","88030-",32.2705,-107.7586,"5055466595",,
"41066","Myrtle Beach Mitsubishi","WWW.MITSUBISHIMYRTLEBEACH.COM","431 HOSPITALITY LANE","MYRTLE BEACH","SC","29579",33.746468,-78.95649,"(843)796-9155","(843)796-9158",
"72115","KEARNY MESA INFINITI","http://kearnymesainfiniti.com/","4670 CONVOY ST","SAN DIEGO","CA","92111","32.826068","-117.155083","858-573-1700","858-573-0805",
"31167","Toyota of Batavia","http://www.toyotaofbatavia.com","3899 West Main Street Road","Batavia","NY","14020",43.007153,-78.224192,"5853444141","5833439580",
"32141","Modern Toyota Scion of Boone","http://www.moderntoyotaofboone.com","665 East King Street","Boone","NC","28607",36.216625,-81.667477,"8282641491","8282643165",
"NY086","FUCCILLO HYUNDAI OF SYRACUSE","www.hyundaiofsyracuse.net","2601 ERIE BLVD EAST","SYRACUSE","NY","13224",43.0544713,-76.1008595,"315-445-7900","315-445-7999","kwiggins@fuccillo.com"
"NC008","LEE HYUNDAI","www.leehyundai.net","1960 SKIBO ROAD","FAYETTEVILLE","NC","28314",35.063058,-78.969523,"910-864-7100","910-864-0831","m.hammer@leehyundai.com"
"05662","Crossroads Ford Lincoln, Inc.","http://www.crossroadslincoln.com","1070 Versailles Road","Frankfort","KY","40601","38.185385","-84.819202","(502) 695-1990","(502) 695-3747",
"2581","SHULTS NISSAN SUBARU","http://www.shultsnissan.com","311 FLUVANNA AVENUE","JAMESTOWN","NY","14701","42.116039","-79.253713","716-484-2780","716-664-0900",
"05113","Bob Sight Ford Inc.","http://www.bobsightford.net","610 NW Blue Parkway","Lees Summit","MO","64063","38.924251","-94.402006","(816) 524-6550","(816) 524-0855",
"65995","Westside Motors of T. R. F.","http://www.westsidesoftrf.com","1730 3rd St W","Thief River Falls","MN","56701-1771",48.1223,-96.2077,"2186814303",,
"07725","Salinas Valley Ford Lincoln","http://www.salinasvalleylincoln.net","1100 Auto Center Circle","Salinas","CA","93907","36.715405","-121.663076","(831) 444-4444","(831) 444-3231",
"113661","GRUBBS CHEVROLET, INC.","http://www.grubbschevrolet.com","21902 OLD VALLEY PIKE","WOODSTOCK","VA","22664-1830",38.8945,-78.4948,"(540) 459-2125","(540) 459-6669",
"194589","JUD KUHN CHEVROLET","http://www.judkuhnchevrolet.com","3740 HWY 9 E","LITTLE RIVER","SC","29566-7831",33.8693,-78.6676,"(843) 399-4400","(843) 399-2253",
"09178","Deland Scion","http://www.delandscion.com","1701 S. Woodland Blvd","Deland","FL","32720","28.9983399999999988949639373458921909332275390625","-81.30203000000000201907823793590068817138671875","(866) 981-1687",,"sales@delandscion.com"
"51195","Mercedes-Benz of Caldwell","www.caldwell.mercedesdealer.com","1230 Bloomfield Avenue","Fairfield","NJ","07004",40.856656,-74.314418,"(973) 227-3600","(973) 575-7835",
"4501352","Porsche of Beachwood","http://beachwood.porschedealer.com","25855 Chargrin Boulevard","Beachwood","Ohio","44122",,,"216-763-4911",,
"01064","Sunny King Toyota","http://www.sunnykingtoyota.com","2570 U.S. Hwy 78, East","Anniston","AL","36207",33.613976,-85.776722,"2568350800","2568318001",
"41423","Marty Cancila Dodge Chrysler Jeep","http://www.martycanciladodgechryslerjeep.com","2175 North Lindbergh Blvd","Florissant","MO","63033-2029",38.8021,-90.3122,"3148313300",,
"04735","Nick Nicholas Ford Lincoln","http://www.nicknicholaslincoln.com","2440 N.W. Highway 19","Crystal River","FL","34428","28.951400","-82.625370","(352) 795-7371","(352) 795-7039",
"07461","Jack Key Ford Lincoln","http://www.jackkeylincoln.com","1512 East Pine Street","Deming","NM","88030","32.267357","-107.773842","(575) 546-2765","(575) 546-0303",
"186854","WIND GAP CHEVROLET BUICK","http://www.windgapchevy.com","1043 S BROADWAY","WINDGAP","PA","18091-1633",40.8358,-75.2972,"(610) 863-7611",,
"408160","Platinum Volkswagen","http://www.platinum-vw.com","340 W Old Country Rd","Hicksville","NY","11801","40.7594","-73.5373","5163364333",,
"14003","Scion of Iowa City","http://www.scioniowacity.com","1445 Highway 1 West","Iowa City","IA","52246","41.6414740000000023201209842227399349212646484375","-91.558931000000001176886144094169139862060546875","(877) 371-2258",,"ScionEcom14003@toyota.com"
"112099","MCCONNELL CHEVROLET","http://www.mcconnellgm.com","1395 HEALDSBURG AVE","HEALDSBURG","CA","95448-3200",38.6277,-122.8713,"(707) 433-3384","(707) 433-6257",
"06916","Vinton Baker Ford, Inc.","http://www.vintonbakerford.net","205 South Main","Fairview","OK","73737","36.267897","-98.479909","(580) 227-4405","(580) 227-4965",
"2011","CONKLIN CARS HUTCHINSON","http://WWW.CONKLINCARSNISSAN.COM","1400 E 11TH AVE","HUTCHINSON","KS","67501","38.065682","-97.902015","620-662-4467","620-669-8154",
"118697","SILVER STAR BUICK GMC","http://www.silverstarbuickgmc.com","3601 AUTO MALL DRIVE","THOUSAND OAKS","CA","91362-3612",34.1615,-118.8298,"(805) 267-5165","(805) 494-0871",
"04962","World Ford - Pensacola","http://www.eworldfordpcola.com","6397 Pensacola Blvd","Pensacola","FL","32505","30.481457","-87.255045","(888) 864-6732","(850) 266-2177",
"400472","Lithia Subaru of Fresno","http://www.fresno.subaru.com","5499 N Blackstone Ave","Fresno","CA","93710","36.817754","-119.791017","5594386200",,
"44024","Gillman Mitsubishi-Selma","WWW.GILLMANMITSUBISHISANANTONIO.COM/","16040 INTERSTATE HWY 35 N.","SELMA","TX","78154",29.585997,-98.30253,"(210)651-9345","(210)564-2802",
"AA7WH","Burdumy Motors, Inc.","http://www.burdumymotors.com","2711 Philmont Ave","Huntingdon Valley","PA","19006",40.1217422,-75.05185,"(215) 947-6363",,"sales@burdumymotors.com"
"113929","PAUL STINE CHEVROLET, INC.","http://www.paulstine.com","RTE #11","SELINSGROVE","PA","17870-7870",40.8182,-76.8529,"(570) 374-1151","(570) 374-6807",
"117982","GOLDSTEIN BUICK GMC","http://www.goldsteinbuickgmc.com","1671 CENTRAL AVE","ALBANY","NY","12205-4090",42.722,-73.838,"(518) 869-2291","(518) 869-2027",
"400059","Cannon Subaru","http://www.cannon.subaru.com","5212 S Florida Ave","Lakeland","FL","33813","27.97213","-81.961479","8636465051",,
"06568","Cazenave Motor Co Inc","http://www.cazenavemotor.com","1205 Hwy 18","Vacherie","LA","70090","30.027749","-90.693233","(225) 265-4040","(225) 265-2954",
"60098","Kelly Chrysler Jeep Dodge","http://www.kellychryslerjeepdodge.net","78 Zents Blvd","Brookville","PA","15825-2702",41.1653,-79.101,"8148492277",,
"03114","Fremont Motor Cody, Inc.","http://www.Codylincoln.com","3127 Big Horn Ave.","Cody","WY","82414","44.533470","-109.027824","(307) 587-6206","(307) 587-4717",
"111367","STREUTER CHEVROLET, INC.","http://www.streuterchevy.com","100 S FRONT ST","OKAWVILLE","IL","62271-2110",38.4299,-89.5506,"(618) 243-5442","(618) 243-5939",
"401B04","Darling's Audi","www.darlingsaudi.com","403 Hogan Rd","Bangor","ME","04401",44.8284,-68.7406,"2079411330",,
"05783","Sharp Motor Company Inc.","http://www.sharpmotor.com","216 N Second St","Pulaski","TN","38478","35.200531","-87.031218","(931) 363-2533","(931) 363-6886",
"21183","Gault Auto Sport","http://www.gaultautosportbmw.com","2507 North St","Endicott","NY","13760-6105",42.1071,-76.034,"(607)748-8244","(607)484-9073",
"36084","Hometown Toyota-Scion","http://www.hometownscion.com","313 SE 13th Street","Ontario","OR","97914","44.02304500000000331283445120789110660552978515625","-116.9454250000000001818989403545856475830078125","(866) 642-6398",,"ScionEcom36084@toyota.com"
"06975","Waxahachie Ford","http://www.waxahachieford.com","2401 N. 1-35 E","Waxahachie","TX","75167","32.429220","-96.861670","(972) 938-0444","(972) 938-8419",
"AL024","University Kia","HTTP://WWW.UNIVERSITYKIA.COM","6519 University Drive Nw","Huntsville","AL","35806","34.7467373","-86.689531","256-217-1700",,
"68738","Carl Gregory Chrysler Jeep Dodge of Johnson City","http://www.carlgregorychryslerjeepdodgeofjohnsoncity.com","3700 Bristol Hwy","Johnson City","TN","37601-1376",36.3807,-82.367,"4232823011",,
"111509","LENZEN CHEVROLET-BUICK, INC.","http://www.lenzenchevbuick.com","2860 CHASKA BOULEVARD","CHASKA","MN","55318-4552",44.79453,-93.59282,"(952) 448-2850","(952) 448-5350",
"5220","PISCHKE MOTORS NISSAN","http://www.pischkenissan.com/","517 SOUTH 3RD STREET","LA CROSSE","WI","54601","43.808299","-91.253445","608-791-3000","608-791-3097",
"15317","Mercedes-Benz of Pompano","www.pompano.mercedesdealer.com","350 West Copans Road","Pompano Beach","FL","33064",26.260565,-80.127521,"(954) 943-5000","(954) 786-2716",
"00061","Purvis Ford Lincoln, Inc.","http://www.purvislincolnfredericksburg.com","3660 Jefferson Davis Hwy/Us #1","Fredericksburg","VA","22408","38.272010","-77.491790","(540) 898-3000","(540) 710-1431",
"71220","PORTER INFINITI","http://www.porterinfiniti.com/","303 E CLEVELAND AVE","NEWARK","DE","19711","39.686798","-75.740555","302-368-6305","302-533-2281",
"132547","REDBANK CHEVROLET INC","http://www.redbankchevrolet.com","500 BROAD ST","NEW BETHLEHEM","PA","16242-1105",41.0015,-79.3298,"(814) 275-2410","(814) 275-3410",
"114865","RATLIFF CHEVROLET-BUICK","http://www.ratliffchevy.com","207 W YOUNG ST","LLANO","TX","78643-1264",30.7594,-98.6765,"(325) 247-4151","(325) 247-4154",
"71205","PALM SPRINGS INFINITI","http://palmspringsinfiniti.com/","4057 E PALM CANYON DR","PALM SPRINGS","CA","92264","33.7952","-116.503403","760-324-8760","760-324-3980",
"48056","Rhinelander Toyota","http://www.rhinelandertoyota.com/toyota","1955 North Stevens Street","Rhinelander","WI","54501",45.656085,-89.384594,"7153658696","7153658697",
"04617","AutoNation Ford Katy","http://www.autonationford-katy.com","20777 I-10 West","Katy","TX","77450","29.782330","-95.731630","(281) 305-8949","(281) 675-4826",
"06516","Natchitoches Ford Lincoln","http://www.natchitochesford.com","7501 Highway 1 Bypass","Natchitoches","LA","71457","31.724419","-93.089612","(318) 352-3677","(318) 352-1172",
"421D06","Audi Hawaii","www.hawaiiaudiofhonolulu.com","2770 Waiwai Loop","Honolulu","HI","96819",21.3341,-157.901,"8085856600",,
"08080","Lindsay Ford, Inc.","http://www.lindsayfordinc.com","260 West Elm","Lebanon","MO","65536","37.674801","-92.659828","(417) 532-3146","(417) 532-8573",
"112960","JOHN JONES CHEVROLET BUICK CADILLAC OF SALEM, INC.","http://www.johnjonessalem.com","1520 S JACKSON ST","SALEM","IN","47167-9729",38.5972,-86.0818,"(812) 883-3081","(812) 883-1377",
"45555","Ganley Village Chrysler Dodge Jeep Ram","http://www.ganleyvillagechryslerdodgeram.com","2115 Mentor Ave","Painesville","OH","44077-1369",41.6875,-81.2904,"4403544368",,
"04111","Lirette Ford Lincoln, Inc.","http://www.LiretteLincoln.net","6310 Highway 90","Morgan City","LA","70380","29.683070","-91.259380","(985) 380-2277","(985) 380-2271",
"64749","Farris Motor Company","http://www.farrismotor.net","246 East Broadway Boulevard","Jefferson City","TN","37760-2809",36.118,-83.4829,"8654752071",,
"423320","University Volkswagen","http://www.universityvw.com","4724 Roosevelt Way Ne","Seattle","WA","98105","47.6635","-122.3170","2066343322",,
"60205","Earnhardt Scottsdale Lexus","http://www.earnhardtscottsdalelexus.com","6905 East McDowell Road","Scottsdale","AZ","85257",33.465565,-111.93272,"888.918.6557",,"michael.ruff@earnhardt.com"
"04210","Select Ford of Williston","http://www.selectford.net","202-210 1st Ave E","Williston","ND","58801","48.145634","-103.620112","(800) 594-9454","(701) 577-4308",
"09767","Firmin Ford, Inc.","http://www.firminford.com","921 East Main","Laurens","SC","29360","34.493043","-81.982569","(864) 682-3111","(864) 682-8826",
"583","YOUNKER NISSAN","http://www.younkernissan.com/","3401 EAST VALLEY ROAD","RENTON","WA","98058","47.44828","-122.219286","425-251-8100","425-251-8368",
"402200","Volkswagen of Marion","http://www.vwofmarion.com","4403 W Deyoung St","Marion","IL","62959","37.7449","-89.0096","8774724116",,
"401301","Volkswagen of Manchester","http://www.langwayvolkswagen.com","4847 Main Street","Manchester Center","VT","05255","43.1765","-73.0575","8665761929",,
"03523","Jorgensen Ford Sales, Inc.","http://www.jorgensenforddirect.com","8333 Michigan Avenue","Detroit","MI","48210","42.330136","-83.144798","(313) 584-2250","",
"04290","Matlock Ford","http://www.matlockford.com","2140 N Morton","Franklin","IN","46131","39.502454","-86.068703","(800) 987-3673","",
"422A72","Hoehn Audi","www.hoehnaudi.com","5215 Car Country Dr","Carlsbad","CA","92008",33.1339,-117.324,"7604389490",,
"403B15","Audi of Lexington","www.audioflexington.com","3000 Pink Pigeon Pkwy","Lexington","KY","40509",38.0158,-84.4197,"8592522834",,
"01691","Long-Lewis Ford Lincoln","http://www.longlewisford.net","2800 Woodward Avenue","Muscle Shoals","AL","35661","34.774016","-87.569821","(256) 386-7800","",
"20651","Fullerton Ford","http://www.fullertonford.com","1044 U.S. Route 22 East","Somerville","NJ","08876","40.579852","-74.599416","(800) 975-2500","(908) 722-8487",
"040731","Subaru of Gainesville","http://www.gainesville.subaru.com","4025 N Main Street","Gainesville","FL","32609","29.690205","-82.319377","3528725113",,
"5408","FENTON NIS TIFFANY SPRING","http://www.FentonNissanofTiffanySprings.com","9600 NW PRAIRIE VIEW RD","KANSAS CITY","MO","64153","39.266934","-94.666171","816-459-4800","816-801-8685",
"WA029","Lee Johnson Kia","HTTP://WWW.LEEJOHNSONKIA.COM","11845 N.E. 85th Street","Kirkland","WA","98033","47.6786184","-122.1813764","425-823-0800",,
"115970","ED MARTIN BUICK GMC","http://www.edmartinbuickgmc.com","9896 N MICHIGAN RD","CARMEL","IN","46032-7925",39.93143,-86.23272,"(317) 872-9896","(317) 704-1477",
"WI010","Dorsch Kia","HTTP://WWW.DORSCHKIA.COM","2641 Eaton Road","Green Bay","WI","54311","44.4658103","-87.9517229","920-469-3000",,
"43101","Rainier Dodge","http://www.rainierdodgeolympia.com","2550 Carriage Loop Drive","Olympia","WA","98502-1101",47.0327,-122.9326,"3607545550",,
"AA7VS","Carolina Volvo","http://www.carolinavolvo.com","12 Gateway Village Road","Bluffton","C ","29910",32.2549934,-80.84634,"(843) 815-6400",,"carvolvo@hargray.com"
"44219","Roger Beasley Mitsubishi South","WWW.BEASLEYMITSUBISHISOUTH.COM","1120 SHELBY LANE","AUSTIN","TX","78745",30.210714,-97.75751,"(512)949-5999","(512)912-2165",
"41230","Rothrock Chrysler Jeep Dodge","http://www.rothrockmotor.com","1648 Plaza Lane","Allentown","PA","18104-9706",40.6213,-75.5021,"6104398485",,
"14051","Rick Collins Scion","http://www.rickcollinsscion.com","3131 Singing Hills Blvd.","Sioux City","IA","51106","42.43566700000000224690666073001921176910400390625","-96.3679130000000014888428268022835254669189453125","(877) 371-8315",,"ScionEcom14051@toyota.com"
"45595","Clint Bowyer Chrysler Dodge Jeep & Ram","http://www.clintbowyerchryslerdodgeramjeep.com","2815 W Highway 50","Emporia","KS","66801-5138",38.4089,-96.2181,"6203436723",,
"IN003","Bob Rohrman Kia","HTTP://WWW.ROHRMANKIA.COM","701 Sagamore Parkway South","Lafayette","IN","47905","40.4094343","-86.8571168","765-448-1000",,
"FL120","JENKINS HYUNDAI OF LEESBURG","WWW.HYUNDAILEESBURGFL.COM","9145 US HIGHWAY 441","LEESBURG","FL","34788",28.8287821,-81.8055963,"855-662-1274","352-867-8002","st@jenkinscars.com"
"422593","Family Volkswagen","http://www.familyvw.com","6000 Wible Rd","Bakersfield","CA","93313","35.3005","-119.0380","8663082006",,
"070560","Bergstrom Subaru","http://www.bergstrom.subaru.com","3365 S Washburn St","Oshkosh","WI","54904","43.97365","-88.58367","9202361000",,
"01060","McLaughlin Ford","http://www.mclaughlinford.com","950 North Main Street","Sumter","SC","29150","33.945513","-80.342615","(803) 773-1481","(803) 775-4564",
"AA7U3","Herzog-Meier Volvo","http://www.beavertonvolvo.com","4275 S.W. 139 Way","Beaverton","R ","97005",45.4890938,-122.8199,"(503) 644-9121",,"volvowebleads@herzogmeier.com"
"70024","RAY CATENA INFINITI","http://www.infinitiofedison.com/","900 ROUTE 1","EDISON","NJ","08817","40.515617","-74.373253","732-603-9600","732-603-9676",
"09117","Rountree-Moore Toyota","http://www.rountreetoyota.com","1232 West US Highway 90","Lake City","FL","32055",30.1847,-82.65369,"3867550631","3867550119",
"GA060","SAVANNAH HYUNDAI","www.savannahhyundai.net","7011 ABERCORN STREET","SAVANNAH","GA","31406",32.012565,-81.114865,"912-352-4747","912-691-0952","bidstrong@aol.com"
